,nodes,edges,density,subgraphs,biggest_component,assortativity,diameter,max_degree,min_degree,std_degree,mean_degree,max_clustering,min_clustering,mean_clustering,std_clustering,max_closeness,min_closeness,mean_closeness,std_closeness,max_eccentricity,min_eccentricity,mean_eccentricity,std_eccentricity,max_betweenness,min_betweenness,mean_betweenness,std_betweenness,max_eigenvector,min_eigenvector,mean_eigenvector,std_eigenvector
2012-04-03,273.0,77.0,0.0020739064856711916,197.0,32.0,0.15292797006548128,13.0,5.0,0.0,0.5714285714285714,0.8788461109069102,0.0,0.0,0.0,0.0,0.03099200206398349,0.0,0.00384362782539332,0.006858484348321169,13.0,7.0,10.0,1.5612494995995996,0.6580645161290323,0.0,0.14845430107526883,0.18996038403087157,0.4948311620546232,-2.9099523160657296e-17,0.014139788695091152,0.058847855004764915
2012-04-04,570.0,266.0,0.0016403046280023433,311.0,116.0,0.029651108408942126,17.0,13.0,0.0,0.9543859649122807,1.2820036641487167,0.5,0.0,0.0028767431399010345,0.03173942313543877,0.049034875012050165,0.0,0.007559377224771586,0.012496727474377635,17.0,9.0,12.46551724137931,1.699041486792087,0.6487922705314011,0.0,0.04850995554854152,0.10759570284233622,0.6122517691512823,-3.3051083325318015e-16,0.0088493779993402,0.040939888543290816
2012-04-05,91.0,19.0,0.00463980463980464,72.0,7.0,0.1555555555555559,6.0,2.0,0.0,0.4175824175824176,0.6640854914170605,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.005531180256454982,0.00898642579542414,6.0,3.0,4.714285714285714,1.0301575072754257,0.6,0.0,0.33333333333333337,0.2309401076758503,0.5000000000000001,-1.5059050458545863e-16,0.027622744462229953,0.10112366180763696
2012-04-06,161.0,35.0,0.002717391304347826,126.0,5.0,-0.25203252032520373,3.0,3.0,0.0,0.43478260869565216,0.7029892579836478,0.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.003345841959972395,0.005262540765201202,3.0,2.0,2.6,0.4898979485566356,0.8333333333333333,0.0,0.26666666666666666,0.3431876713662333,0.6411799302147402,-0.1251598673155977,0.010454927455677006,0.07811449683714371
2012-04-07,500.0,258.0,0.00206813627254509,261.0,155.0,0.03164176804442337,21.0,11.0,0.0,1.044,1.4078579473796353,0.6299605249474366,0.0,0.0038097403983950377,0.038408588628785184,0.0777856859381611,0.0,0.01590996551219141,0.022821306177428155,21.0,11.0,16.61935483870968,2.292402508545623,0.5497627333761784,0.0,0.037004361862046864,0.06581605305401933,0.42720754575784103,-3.749221261871835e-17,0.01467640525999528,0.04224456330280126
2012-04-08,615.0,350.0,0.0018537644659834221,276.0,176.0,0.02317525573411933,29.0,11.0,0.0,1.1609756097560975,1.265594377945168,0.5,0.0,0.0037694013303769406,0.040897439716491804,0.0404196516716908,0.0,0.008756409779115093,0.011918435447172667,29.0,15.0,22.414772727272727,3.06994372811647,0.5333114395183355,0.0,0.05743394536497984,0.11086821207781476,0.5368715962343668,-2.6528664177061462e-17,0.008241004119938451,0.03947280217134019
2012-04-09,499.0,206.0,0.0016579343425807437,295.0,61.0,-0.03721153835428631,22.0,12.0,0.0,0.8617234468937875,1.180552940855966,0.5,0.0,0.001104590132646245,0.022419803598350784,0.02667496554483617,0.0,0.003880207258400339,0.005937653712613378,22.0,11.0,15.19672131147541,2.968797693007194,0.768361581920904,0.0,0.10328795035658052,0.15728312627945612,0.6520194806606846,-7.857981530511797e-16,0.00797190108365901,0.04405061644454503
2012-04-10,505.0,175.0,0.0013751375137513752,330.0,13.0,-0.05368055015232191,5.0,6.0,0.0,0.7089108910891089,0.8676928564012159,0.0,0.0,0.0,0.0,0.015037593984962405,0.0,0.0019013588933069017,0.002477551260520531,5.0,3.0,4.230769230769231,0.696568087549032,0.8787878787878788,0.0,0.15384615384615385,0.23874289284977843,0.7071067811865475,-6.318702150483887e-16,0.003380409467696126,0.04437083334390611
2012-04-11,606.0,269.0,0.0014674194692196492,348.0,113.0,0.06320239670301274,17.0,11.0,0.0,0.9174917491749175,1.225333919235199,0.41997368329829105,0.0,0.0061637158671798585,0.04370528927663273,0.0437423719356976,0.0,0.006171924418015937,0.010494975912004963,17.0,9.0,12.938053097345133,1.91076681933946,0.6797779922779923,0.0,0.0549751711256136,0.09816727193572165,0.5590560552212468,-8.061786504908118e-16,0.005198525340143046,0.04028821602887798
2012-04-12,612.0,289.0,0.0015457355882887798,336.0,137.0,0.014291618333469838,29.0,16.0,0.0,0.9901960784313726,1.3406302637330358,0.25,0.0,0.004988897268309034,0.03254934055621052,0.03104788283184355,0.0,0.005580021306875013,0.008398237472427647,29.0,15.0,21.598540145985403,3.513186533711393,0.6659041394335512,0.0,0.07506877852519758,0.1387617332203695,0.5553196268098184,-4.3231136928369017e-17,0.005951933107816585,0.03998201371097574
