,nodes,edges,density,subgraphs,biggest_component,assortativity,diameter,max_degree,min_degree,std_degree,mean_degree,max_clustering,min_clustering,mean_clustering,std_clustering,max_closeness,min_closeness,mean_closeness,std_closeness,max_eccentricity,min_eccentricity,mean_eccentricity,std_eccentricity,max_betweenness,min_betweenness,mean_betweenness,std_betweenness,max_eigenvector,min_eigenvector,mean_eigenvector,std_eigenvector
2012-04-03,268.0,72.0,0.002012409860808318,197.0,39.0,0.08268646641916978,14.0,6.0,0.0,0.5447761194029851,0.9393207425263028,0.0,0.0,0.0,0.0,0.04506866416978776,0.0,0.00515307143066782,0.010043368083198952,14.0,7.0,10.051282051282051,1.7386808726322756,0.77524893314367,0.0,0.11719006455848562,0.16194833489699764,0.5667641596600794,-3.044269561956053e-17,0.014300886520055595,0.059387102373516944
2012-04-04,528.0,229.0,0.0016459663044103272,311.0,141.0,0.02475773448253561,34.0,8.0,0.0,0.8787878787878788,1.1532582500759436,0.5,0.0,0.005445075757575758,0.045855322098091796,0.035658342141792844,0.0,0.007149765354602721,0.010657912989106356,34.0,17.0,25.29787234042553,4.262228433313445,0.636125385405961,0.0,0.07662271398686521,0.10922964984493981,0.6116862094417532,-1.3901100922855943e-15,0.007613593598210546,0.04284825068145351
2012-04-05,87.0,15.0,0.00400962309542903,72.0,7.0,-0.11111111111111156,6.0,2.0,0.0,0.3448275862068966,0.65788910442548,0.0,0.0,0.0,0.0,0.03488372093023256,0.0,0.004985347006197046,0.00950100145847035,6.0,3.0,4.714285714285714,1.0301575072754257,0.6,0.0,0.33333333333333337,0.2309401076758503,0.5000000000000003,-2.5186006064103513e-16,0.028892755701872715,0.10324466834425458
2012-04-06,157.0,31.0,0.0025314388371713214,126.0,7.0,0.22500000000000023,6.0,2.0,0.0,0.39490445859872614,0.6557726204450318,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.003035255252305718,0.005161908806959734,6.0,3.0,4.714285714285714,1.0301575072754257,0.6,0.0,0.33333333333333337,0.23094010767585033,0.49999999999999994,-5.24243758649685e-15,0.016010635325242484,0.07818622837862468
2012-04-07,472.0,229.0,0.00206016769225233,261.0,172.0,0.13904157911106732,22.0,10.0,0.0,0.9872881355932204,1.30670024380015,0.33333333333333337,0.0,0.0022363465160075333,0.023469466777324127,0.06799868844224612,0.0,0.01691099917587864,0.02239612256212839,22.0,11.0,16.773255813953487,2.280041024651553,0.357625272331155,0.0,0.04300485596115231,0.06176401446799217,0.5661652714325938,-5.4490029768118675e-17,0.012314636454911985,0.04435080378955903
2012-04-08,556.0,291.0,0.0018860587205910947,276.0,189.0,0.11557960048426122,31.0,7.0,0.0,1.0575539568345325,1.1475327563711526,0.5,0.0,0.002291024323398424,0.03084649431798586,0.04028012832566912,0.0,0.010561844587846252,0.013673774158204243,31.0,16.0,24.037037037037038,3.151165687345629,0.4602912731823871,0.0,0.05951854199663962,0.09729759584954813,0.42572837556706705,-1.5438557640970978e-16,0.010334224117325983,0.04113107053034257
2012-04-09,469.0,180.0,0.0016401508938822373,295.0,70.0,0.018677879913944876,23.0,6.0,0.0,0.7889125799573561,1.046979965326384,0.0,0.0,0.0,0.0,0.02481238273921201,0.0,0.004083965071013479,0.006297388002662251,23.0,12.0,17.4,2.7433035351040336,0.5664251207729468,0.0,0.12058823529411762,0.14868532164505907,0.6092943378289971,-2.8901242786044172e-15,0.0067754030316898375,0.04567592446579572
2012-04-10,488.0,160.0,0.0013464839936715252,330.0,37.0,0.16750050030017957,22.0,4.0,0.0,0.6721311475409836,0.9002970634587528,0.0,0.0,0.0,0.0,0.013647133154320014,0.0,0.002187048429399762,0.0032445891506699912,22.0,11.0,16.783783783783782,2.9051225506562766,0.7380952380952381,0.0,0.21467181467181468,0.16595747272791894,0.7071067811865478,-2.884327897215928e-16,0.0028979786114202944,0.04517501574805041
2012-04-11,553.0,218.0,0.001428309353460702,348.0,101.0,0.22285579124323115,15.0,8.0,0.0,0.7956600361663653,1.1457205413744245,0.5,0.0,0.00493968703280359,0.0364418541510599,0.04070998208760788,0.0,0.005834058935853199,0.01004855036355585,15.0,8.0,11.970297029702971,1.6795534858328731,0.49323232323232324,0.0,0.06157815781578159,0.10218774542301819,0.5244785354917403,-1.9400132728198025e-16,0.008399198759988576,0.0416865892608723
2012-04-12,590.0,266.0,0.0015308911973756151,336.0,158.0,0.1947187141216987,39.0,7.0,0.0,0.9355932203389831,1.218190198595456,0.33333333333333337,0.0,0.002334844559939109,0.02447622712724479,0.031872731481062434,0.0,0.00622838331999183,0.009027508086699595,39.0,20.0,28.974683544303797,4.636057588420028,0.6884697043932713,0.0,0.07669050291802851,0.12106554598720409,0.5868224338384184,-6.577399073605115e-17,0.005098668059338868,0.0408524030903687
